排名,代號,名稱,成交,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,EPS(元),EPS增減(元),ROE(%),ROE增減,ROA(%),ROA增減,財報評分
612,6212,理銘,28.8,2025,16.9,-55.3,6.69,-34.8,4.04,-35.1,39.5,+12.4,23.8,+7.43,3.96,-2.13,10.9,-6.62,3.52,-1.46,49
613,1612,宏泰,35.45,2025,75.5,+14.7,11.2,+7.8,8.75,+16.2,14.9,-0.95,11.6,+0.14,2.77,+0.39,10.9,+0.93,9.53,+0.75,60
614,4137,麗豐-KY,109,2025,38.8,-4.63,31.8,-5.57,5.88,+24.4,82.1,-0.82,15.2,+3.54,7.13,+1.32,10.9,+2.03,6.39,+1.07,66
615,6614,資拓宏宇,41,2025,49.6,-2.37,6.41,+2.73,1.53,+24,12.9,+0.64,3.09,+0.66,2.08,+0.38,10.9,+0.66,4.07,+0.69,36
616,6907,雅特力-KY,116.5,2025,16.7,+1.91,5.64,+16.4,1.07,+25,33.9,+4.21,6.4,+1.18,2.08,+0.41,10.8,+0.67,8.37,+0.68,60
617,3081,聯亞,2860,2025,22,+82.3,9.41,+294,4.28,+886,42.7,+22.9,19.4,+24,4.66,+5.25,10.8,+12.2,9.21,+10.5,72
618,5283,禾聯碩,55.7,2025,64.7,+0.81,21.4,+4.85,4.93,+5.48,33,+1.27,7.62,+0.34,5.63,-0.77,10.8,-0.17,7,-0.14,51
619,5258,虹堡,50.7,2025,78.6,+0.46,27.4,+5.77,4.65,-33.1,34.9,+1.75,6.26,-2.91,4.23,-2.12,10.7,-6.54,5.47,-3.89,47
620,9927,泰銘,69.7,2025,80.5,-5.91,10,-18.6,6.53,-38,12.4,-1.94,8.15,-4.18,4.26,-2.03,10.7,-5.56,9.57,-4.5,57
621,2377,微星,91.7,2025,"2,302",+16.3,252,+4.21,57.5,-15.4,11,-1.28,2.5,-0.94,6.8,-1.24,10.7,-2.49,5.28,-1.98,43
622,5312,寶島科,99.6,2025,41.3,+3.94,26.2,+4.8,3.85,-22.1,63.5,+0.52,9.32,-3.13,6.41,-1.83,10.7,-4.67,4.49,-2.05,51
623,6971,惠民實業,29.5,2025,23.1,+10.7,2.39,+14.9,0.87,-8.47,10.3,+0.37,3.77,-0.79,2.42,-0.29,10.7,-2.72,3.29,-1.16,39
624,6722,輝創,40.65,2025,51,-2.79,11.1,+11.4,2.26,+11.6,21.7,+2.77,4.44,+0.57,2.9,+0.3,10.7,+0.55,4.88,+0.43,49
625,4560,強信-KY,33.25,2025,17.2,+6.92,6.14,+17.3,2.06,+48.3,35.7,+3.17,12,+3.34,3.02,+0.98,10.7,+2.94,8.54,+2.5,64
626,3048,益登,39.35,2025,"1,156",+2.05,39.4,+9.75,5.41,+196,3.41,+0.24,0.47,+0.97,2.01,+4.11,10.6,+22.5,1.94,+3.91,28
627,7642,昶瑞機電,73.3,2025,8.08,-15.7,2.18,-23.6,0.95,-44.2,26.9,-2.79,11.7,-5.99,3.29,-3.11,10.6,-11.7,6.91,-5.71,64
628,9935,慶豐富,18.7,2025,49.4,-8.47,12.9,-1.95,2.9,-30.3,26.1,+1.73,5.86,-1.83,1.64,-0.75,10.6,-5.76,3.76,-2.08,40
629,6246,臺龍,16.45,2025,16,+6.56,1.93,+32.7,0.43,+187,12.1,+2.38,2.7,+6.03,1.14,+2.46,10.6,+23,3.31,+7.24,36
630,6190,萬泰科,63.9,2025,86.3,+6.08,14.8,+7.31,3.75,+4.8,17.2,+0.2,4.9,+0.17,2.19,-0.09,10.6,-1.26,5.64,-0.52,43
631,2373,震旦行,58.5,2025,107,-4.98,48.8,-2.91,8.71,-9.13,45.4,+0.97,8.7,-0.32,3.87,-0.39,10.6,-1.02,5.2,-0.46,57
632,2072,世紀風電,184.5,2025,103,+6.33,29.2,+38.3,20.3,+34.9,28.4,+6.58,19.8,+4.19,11.94,+1.32,10.6,-0.45,8.31,+1.36,72
633,5340,建榮,125.5,2025,22.8,+15.7,4.23,+48.5,2.32,+53.4,18.6,+4.1,10.2,+2.51,1.19,+0.41,10.6,+3.09,8.45,+2.26,50
634,1524,耿鼎,29.15,2025,26.3,-12.8,7.33,-23.9,3.23,-45.9,27.9,-4.06,12.3,-7.52,1.95,-1.66,10.6,-10,6.2,-5.11,49
635,8383,千附,68.6,2025,33.6,+13.2,9.57,+2.81,3.85,-2.51,28.5,-2.87,14,-3.44,3.41,-0.09,10.5,-1.62,7.72,-1.85,57
636,3628,盈正,74.2,2025,33.6,+11,9.98,+24.9,1.81,+87.2,29.7,+3.32,5.38,+2.16,4.02,+1.87,10.5,+4.87,5.07,+2.28,40
637,2441,超豐,90.3,2025,168,+10.2,33.9,+0.84,24.5,-1.89,20.2,-1.87,14.6,-1.8,4.31,-0.08,10.5,-0.84,9.05,-0.82,66
638,2614,東森,20.5,2025,54.7,-4.79,18.5,-0.51,6.53,+75.6,33.7,+1.45,11.1,+5.81,1.99,+0.75,10.5,+4.02,2.99,+1.34,57
639,2636,台驊控股,68,2025,208,-18.3,33.3,-14.3,10.6,-17.5,16,+0.75,5.18,-0.14,7.74,-1.65,10.5,-3.44,4.94,-2.27,45
640,2887,台新新光金,24.25,2025,"1,506",+73.9,,,373,+86,,,24.8,+1.64,1.91,+0.52,10.5,+1.47,0.62,-0.02,52
641,6148,驊宏資,32.9,2025,9.04,+19.8,2.03,+15.7,0.63,-11.8,22.5,-0.8,7.02,-2.51,1.36,-0.18,10.5,-1.54,5.13,-0.9,47
642,2402,毅嘉,77.3,2025,108,+13.8,20.7,+21,7.54,+6.01,19.1,+1.14,6.95,-0.51,2.47,+0.11,10.5,-0.3,5.32,-0.85,49
643,4744,皇將,31.4,2025,14.4,+12.2,6.4,+16.4,1.35,+227,44.3,+1.6,9.34,+5.83,2.51,+1.76,10.5,+6.9,6.02,+4.04,64
644,6474,華豫寧,37.3,2025,38.5,-5.94,8.56,+9.16,1.65,+35.1,22.2,+3.08,4.28,+1.3,3.49,+0.87,10.4,+1.71,5.26,+1.4,40
645,6923,中台,83.5,2025,11.6,-32.7,4.43,-26.2,2.78,-32,38.3,+3.39,24.1,+0.23,3.03,-1.77,10.4,-7.62,6.5,-3.34,64
646,2501,國建,24.8,2025,243,+1.8,67.4,+31.4,32.8,+108,27.8,+6.25,13.6,+7.18,2.83,+1.47,10.4,+5.23,3.66,+1.88,43
647,2812,台中銀,20.5,2025,206,+6.96,,,90.6,+9.23,,,43.9,+0.92,1.53,+0.03,10.4,-0.04,0.91,+0.02,67
648,6245,立端,83.9,2025,71.9,-3.53,22.8,-14.3,6.42,-27.9,31.7,-3.97,8.93,-3.02,4.38,-1.72,10.4,-4.65,7.1,-2.72,53
649,9951,皇田,54.8,2025,63.2,+14.6,15.3,+15.6,3.9,+24,24.2,+0.21,6.17,+0.47,5.27,+1.07,10.4,+1.77,6.39,+1.03,53
650,3004,豐達科,117.5,2025,40.6,+15.8,9.92,+2.25,3.31,-12,24.5,-3.24,8.16,-2.58,5.85,-1.03,10.4,-4.47,4.61,-2,38
651,4714,永捷,16.7,2025,15.3,+85.1,1.51,+7.53,-0.96,-170,9.86,-7.11,51.1,-103,-0.54,-1.34,10.4,-13.1,6.9,-7.98,47
652,6936,永鴻生技,35.35,2025,14.2,+9.43,4.52,+2.54,1.29,-5.68,31.9,-2.14,9.1,-1.46,1.82,-0.24,10.4,-2.08,8.3,-1.4,60
653,6597,立誠,58,2025,7.65,-11.8,2.28,-11,0.71,-41.4,29.8,+0.26,9.32,-4.7,2.51,-2.11,10.4,-12.9,6.32,-6.89,45
654,1256,鮮活果汁-KY,162,2025,41.2,+2.94,11.4,+12.4,3.82,+31.9,27.7,+2.33,9.29,+1.86,11.19,+2.63,10.4,+2.65,8.37,+1.87,62
655,5548,安倉,23.95,2025,24.9,+14.6,2.78,+10.4,1.16,+11.7,11.2,-0.43,4.66,-0.12,2.03,-0.52,10.3,-2.28,5.09,-0.43,48
656,8367,建新國際,43.1,2025,32.4,+12,10.4,+10.8,3.5,+10.5,32.1,-0.36,14.9,-0.14,3.8,+0.21,10.3,+0.37,2.81,+0.09,50
657,6730,常廣,39,2025,4.88,+7.33,2.36,+6.68,0.69,+1.51,48.4,-0.3,14.2,-0.81,2.14,+0.01,10.3,-1.85,6.23,-0.84,59
658,6585,鼎基,90,2025,28.5,-13.2,9.41,-28,4.06,-45,33,-6.77,14.3,-8.23,5.64,-4.8,10.3,-10.1,7.89,-5.96,62
659,7547,碩網,70.3,2025,3.52,+5.66,1.92,+28.9,0.82,+41.7,54.5,+9.81,23.2,+5.89,2.65,+0.64,10.3,-0.7,9.09,-0.44,70
660,2832,台產,51.6,2025,72.7,-0.89,31.8,+10.3,12.4,+6.9,43.8,+4.43,17.1,+1.25,3.91,+0.7,10.3,+0.4,4.92,+0.05,64
661,3484,崧騰,45.45,2025,46.3,+6.42,11.6,+3.29,3.35,+6.17,25,-0.76,7.2,-0.07,4.27,+0.1,10.3,-0.43,6.4,+0.21,50
662,3010,華立,133,2025,782,-2.3,63.1,+5.99,22.9,+1.81,8.08,+0.63,3.33,+0.15,8.84,-0.05,10.3,-1.01,4.76,-0.19,36
663,1439,雋揚,27.5,2025,8.13,+729,2.17,+414,2.96,+84.3,26.7,-16.4,41.9,-124,3.21,+1.47,10.3,+5.12,5.82,+2.9,55
664,4175,杏一,55.5,2025,80.1,+3.6,26,+9.15,1.56,+123,32.5,+1.65,1.94,+1.04,3.68,+2.03,10.3,+5.47,2.16,+1.21,45
665,3088,艾訊,102.5,2025,70.2,+1.82,24,-5.58,5.01,-34.8,34.2,-2.68,7.25,-3.93,4.68,-2.85,10.3,-7.06,6.92,-3.99,57
666,8038,長園科,46.25,2025,5.97,+238,1.72,+2571,0.57,+159,28.9,+25.2,8.58,+65.9,0.92,+2.46,10.3,+30,4.27,+13.5,47
667,6531,愛普*,682,2025,56.7,+35.2,26.3,+22.7,12.6,-20.3,46.5,-4.7,21.9,-15.8,7.74,-1.99,10.2,-3.37,8.94,-3.43,79
668,5347,世界,139,2025,486,+10.3,137,+14.4,79.1,+12.2,28.1,+1.01,16,-0.01,4.3,+0.09,10.2,-2.12,4.45,-1.16,57
669,6968,萬達寵物,45.7,2025,32.1,+11.6,13.3,+13.8,1.15,+13.9,41.5,+0.79,3.58,+0.08,2.46,+0.02,10.2,-2.65,3.65,-0.18,47
670,6931,青松健康,50.1,2025,11.2,+14.2,1.48,+19.2,0.92,+126,13.2,+0.56,8.35,+4.21,1.39,+0.71,10.2,+4.05,4.13,+1.89,49
671,4735,豪展,30.5,2025,9.36,+0.98,2.96,+16.2,0.93,+61,31.6,+4.13,9.95,+3.71,2.46,+0.84,10.2,+3.46,7.32,+2.56,64
672,1777,生泰,71.1,2025,13,+3.39,4.5,-7.51,2.62,-33.5,34.6,-4.08,20.1,-11.2,5.87,-2.95,10.2,-5.97,9,-4.67,74
673,5425,台半,62.2,2025,180,+21.1,52.9,+24.9,5.1,+9.86,29.5,+0.91,6.2,+0.16,2.07,+0.2,10.1,+1.88,5.21,+0.63,51
674,2412,中華電,137,2025,"2,361",+2.67,870,+4.3,387,+4.01,36.8,+0.57,17.2,+0.4,4.99,+0.19,10.1,+0.42,7.57,+0.29,66
675,6239,力成,208,2025,749,+2.2,127,-9.02,55.4,-18.5,17,-2.1,9.64,-1.96,7.48,-1.61,10.1,-1.97,6.22,-1.5,53
676,2015,豐興,62.5,2025,290,-15.5,33.5,-8.37,22.5,-8.91,11.5,+0.9,7.76,+0.56,3.88,-0.38,10,-1.16,8.58,-0.63,57
677,7780,大研生醫*,20,2025,19,+39.1,12.1,+40.8,3.38,+217,63.6,+0.78,17.8,+10,0.51,-1.92,10,-3.7,9.07,-0.27,73
678,3705,永信,55.1,2025,83.8,+4.28,36.5,+3.59,8.81,-24.6,43.5,-0.29,11.3,-4.48,3.31,-1.08,10,-4.18,7.18,-2.85,55
679,2393,億光,72.9,2025,196,-6.36,61,-3.91,20.4,-30.8,31.1,+0.79,10.5,-4.38,4.6,-2.04,9.99,-5.74,6.95,-4.22,60
680,2233,宇隆,244.5,2025,32.7,-10.5,10.2,-25.4,4.04,-38.9,31,-6.18,12.2,-5.77,6.7,-4.26,9.97,-7.25,6.29,-5.4,55
681,6690,安碁資訊,168.5,2025,24.3,+13.3,10.3,+15.9,3.07,+35.8,42.4,+0.96,12.6,+2.09,10.22,+0.09,9.97,-0.51,6.46,+0.19,61
682,7716,昱臺國際,25.3,2025,19.8,-2.17,4.12,+2.13,0.46,-13.5,20.8,+0.88,2.34,-0.3,2.23,-0.42,9.97,-2.93,6.77,-1.57,50
683,6591,動力-KY,57.6,2025,17.5,+38.8,5.9,+76.5,2.1,+75.5,33.7,+7.2,11.9,+2.51,5.37,+2.16,9.95,+3.54,6.38,+2.18,57
684,8110,華東,46.2,2025,73.2,-6.92,2.38,-52.2,12.5,+834,3.26,-3.08,15.5,+15.9,2.48,+2.22,9.94,+10.2,6.94,+7.11,51
685,1752,南光,35.5,2025,21.6,-1.71,7.69,+2.82,2.44,+0.41,35.6,+1.57,11.3,+0.22,2.42,+0.01,9.93,-0.21,6.39,+0.04,55
686,4584,君帆,41.5,2025,13.1,-1.51,4.36,+3.43,1.03,-4.9,33.3,+1.59,7.84,-0.28,3.43,-0.17,9.92,-1.21,5.04,-0.39,51
687,3556,禾瑞亞,52.9,2025,9.67,+1.24,4.61,+0.03,1.37,-5.83,47.6,-0.58,12.6,-1.88,2.15,-0.13,9.88,-1.68,8.17,-1.19,64
688,2941,米斯特,34.5,2025,9.27,+12.7,5.91,+12.5,0.36,-27.4,63.7,-0.11,3.91,-2.16,2.35,-0.96,9.88,-6.16,5.66,-3.6,53
689,3026,禾伸堂,234,2025,134,+5.01,25.2,+20.6,10.9,+12.2,18.8,+2.43,7.64,+0.4,6.58,+0.71,9.87,+0.8,6.41,+0.41,49
690,2852,第一保,26.1,2025,75.6,-3.05,26,-3.23,8.8,-2.56,34.4,-0.07,11.6,+0.06,2.92,-0.08,9.86,-0.87,4.41,-0.23,58
691,3492,長盛,23.6,2025,8.52,+4.69,2.64,+3.73,0.63,+9.31,31,-0.29,7.4,+0.31,1.77,+0.15,9.85,+0.19,6.34,+0.34,53
692,4138,曜亞,65.1,2025,13.9,-11.8,6.11,-2.83,1.52,-26,44.1,+4.08,13,-2.17,3.81,-1.85,9.84,-3.9,5.86,-1.97,62
693,4770,上品,246,2025,47.3,-26.8,15.6,-40.7,8.16,-52.9,33,-7.75,17.3,-9.57,10.2,-11.48,9.84,-12.1,7.75,-9.02,62
694,6115,鎰勝,47.55,2025,75.5,+2.53,12.3,+10.8,5.35,-21.3,16.3,+1.21,7,-2.06,2.85,-0.78,9.84,-2.77,6.21,-1.62,49
695,6672,騰輝電子-KY,187,2025,42.6,+0.88,13.7,-3.19,3.46,-2.99,32.2,-1.35,8.12,-0.32,4.85,-0.16,9.83,-0.83,7.01,-0.47,55
696,1760,寶齡富錦,65.1,2025,20.6,+1.66,11.2,+5.32,1.9,+52.7,54.1,+1.88,9.22,+3.08,2.22,+0.77,9.81,+3.31,5.91,+2.05,55
697,3447,展達,38.75,2025,36.5,+42.9,3.91,+30.6,1.23,+33.1,10.7,-1.01,3.38,-0.25,1.6,+0.4,9.8,+1.8,3.92,+0.65,36
698,6799,來頡,81.9,2025,9.67,+6.56,4.66,+9.09,1.57,+29.4,48.2,+1.12,16.3,+2.87,3.7,+0.76,9.8,+1.53,8.61,+1.34,70
699,3287,廣寰科,29.7,2025,9.41,+23.5,2.22,+8.68,0.66,-36.3,23.6,-3.22,7.02,-8.94,1.5,-0.85,9.79,-8.98,6.51,-6.09,48
700,4903,聯光通,51.6,2025,13.5,+64.5,1.68,+206,1.08,+1319,12.4,+5.75,7.97,+7.52,1.02,+0.95,9.77,+9.42,6.83,+6.55,51
701,6807,峰源-KY,38.95,2025,42.6,-14.7,7.9,-14.5,2.53,-47.2,18.5,+0.05,5.94,-3.65,4.69,-4.19,9.77,-10.7,6.59,-6.65,53
702,7782,光速火箭,29.6,2025,7,-1.62,4.79,-3.29,0.46,-24.3,68.5,-1.18,6.48,-2.03,2.13,-0.97,9.76,-8.74,5.96,-5.25,57
703,4995,晶達,42.85,2025,12.9,-7.32,4.05,-18.5,0.95,-50.1,31.4,-4.3,7.4,-6.34,2.25,-2.28,9.76,-9.83,5.5,-5.58,49
704,1734,杏輝,32.2,2025,33.7,+7,14.6,+17.8,3.66,+20,43.2,+3.95,10.5,+1.46,1.92,+0.24,9.76,+1.54,5.69,+1.14,57
705,2027,大成鋼,36.95,2025,"1,018",+12.6,252,+47.3,66.8,+88.7,24.7,+5.82,8.05,+2.83,2.88,+1.35,9.74,+3.62,5.63,+2.17,45
706,4549,桓達,102.5,2025,12.4,-3.48,6.54,-6.37,1.89,-28.3,53,-1.63,15.3,-5.3,3.32,-1.4,9.74,-4.36,7.07,-3.64,68
707,8088,品安,50.1,2025,16.8,+55.8,1.89,+5363,1.04,+931,11.3,+11,6.18,+5.24,1.7,+1.54,9.73,+8.81,8.15,+7.36,43
708,6902,GOGOLOOK,101,2025,10.5,+20.9,9.26,+17.9,0.54,+236,88.3,-2.28,5.14,+9.71,1.58,+2.82,9.72,+18.9,4.85,+9.77,43
709,6242,立康,38,2025,5.89,+4.19,3.98,+3.15,0.84,+8.83,67.6,-0.68,14.2,+0.61,2.64,+0.16,9.71,-0.66,7.88,-0.39,62
710,3290,東浦,47.55,2025,23.3,+18.2,7.04,+8.4,2.21,-12,30.3,-2.75,9.5,-3.27,2.02,0,9.65,-1.73,4.94,-1.6,49
711,5508,永信建,50.5,2025,25.3,-74.8,11.1,-76.9,6.68,-80.8,44,-4.05,26.4,-8.38,3.07,-12.96,9.64,-35.9,3.61,-16.7,51
712,4526,東台,35.1,2025,53.6,-6.62,8.46,+69,4.59,+151,15.8,+7.07,8.33,+24.2,1.81,+5.37,9.64,+28.8,3.59,+10.9,30
713,2892,第一金,28.9,2025,776,+7.59,,,269,+6.2,,,34.7,-0.45,1.87,+0.06,9.61,-0.21,0.55,0,62
714,2374,佳能,72.3,2025,99.1,+60.3,25,+39.7,7.88,+44.4,25.2,-3.71,7.6,-0.99,2.44,+0.54,9.61,+2.08,6.67,+1.15,49
715,4532,瑞智,24.85,2025,203,-5.76,33.8,-0.21,10.2,+0.84,16.7,+0.93,5.44,+0.45,2.05,+0.03,9.6,+0.02,3.79,-0.15,43
716,4166,友霖,25.35,2025,14,+14.5,7.91,+21.4,2.08,+94.1,56.5,+3.18,14.9,+6.1,0.9,+0.42,9.58,+3.37,7.64,+3.41,68
717,6754,匯僑設計,47.2,2025,35.3,-30.9,8.41,-30.2,2.25,-46.7,23.8,+0.24,6.38,-1.89,3.41,-2.99,9.58,-9.09,4.79,-3.94,51
718,5607,遠雄港,48.75,2025,41.4,+19.6,20.6,+25.9,10.3,+43.4,49.7,+2.48,24.8,+4.09,2.77,+0.8,9.57,+2.54,3.81,+1.05,50
719,9907,統一實,17.95,2025,456,+1.74,64.5,+17.8,21.5,+40.4,14.1,+1.93,4.59,+1.33,1.36,+0.39,9.52,+2.5,6.04,+1.71,47
720,6933,AMAX-KY,194.5,2025,69.9,+27.2,8.72,+17.9,2.13,+30,12.5,-0.99,3.05,+0.06,5.04,+1.1,9.51,+1.55,5.18,+1,39
721,2432,倚天酷碁-創,29,2025,32.7,+25.6,4.18,+21.3,1.17,+1.2,12.8,-0.45,3.55,-0.93,1.88,0,9.51,+0.29,6.49,+0.25,51
722,1808,潤隆,29.85,2025,65,-26.1,25.2,-36.6,13,-42.4,38.7,-6.41,20,-5.66,1.36,-0.92,9.5,-6.6,2.41,-2.39,45
723,2439,美律,88,2025,465,+6.01,56.2,-3.9,13.4,-37.6,12.1,-1.25,3.9,-1.66,5.36,-3.9,9.48,-5.45,4.33,-2.48,38
724,2883,凱基金,20.8,2025,643,-12.3,,,301,-10.4,,,46.7,+0.96,1.74,-0.23,9.47,-2.3,0.75,-0.14,62
725,2949,欣新網,58.2,2025,57.3,+21.1,6.67,+38.8,1.09,+29,11.6,+1.49,1.95,+0.13,3.63,+0.29,9.46,+1.95,4.25,+0.7,34
726,6904,伯鑫,118.5,2025,8.63,-3.05,2.65,-14.4,1.01,-48,30.8,-4.08,11.7,-10.1,5.44,-5.03,9.46,-9.27,5.73,-5.72,55
727,3332,幸康,62.4,2025,16,+19.4,5.82,+28.1,1.7,+62.2,36.5,+2.46,10.6,+2.8,3.53,+1.35,9.45,+3.31,7.43,+2.63,59
728,4583,台灣精銳,745,2025,30,+1.32,15.6,-3.03,9.62,-15.2,52.2,-2.34,32.1,-6.24,12,-2.15,9.44,-1.87,8.57,-1.7,82
729,2427,三商電,22.05,2025,65.3,+33.9,15.6,+8.38,3.03,+7.31,23.9,-5.65,4.64,-1.18,1.53,+0.1,9.43,+0.26,4.1,+0.17,45
730,1203,味王,43.7,2025,56.5,-10.1,19.6,-7.55,4.31,-23.3,34.7,+0.94,12.2,-1.55,1.81,-0.55,9.42,-2.95,6.64,-1.83,62
731,4116,明基醫,41,2025,52.5,+10.2,16.9,+16.6,0.78,-25.4,32.2,+1.78,4.14,-0.83,1.75,-0.6,9.4,-1.19,4.06,-0.69,47
732,3430,奇鈦科,94.1,2025,17.1,+16.2,3.93,-5.71,1.06,-34.1,23,-5.34,6.22,-4.74,3.15,-1.64,9.39,-5.66,6.57,-4.1,47
733,7712,博盛半導體,124,2025,13.2,-6.13,4.36,-9.87,1.77,-28.7,33.1,-1.38,13.4,-4.24,5.42,-2.97,9.39,-7.69,6.72,-4.29,64
734,2915,潤泰全,44.55,2025,24.2,-16.3,10.3,-6.29,97,-28.5,42.6,+4.57,409,-66.1,9.29,-3.71,9.39,-4.12,8.36,-3.38,62
735,9931,欣高,36.05,2025,15.7,-19.5,2.85,-32.2,2.95,-14.4,18.2,-3.39,19.4,+0.98,2.45,-0.41,9.36,-3.02,4.69,-1.12,49
736,5469,瀚宇博,96.3,2025,572,+37.5,113,+10.9,29.2,-2.95,19.7,-4.73,8.26,-2.71,6.05,+0.14,9.36,-0.58,4.69,-0.75,45
737,6662,樂斯科,29.9,2025,2.63,-10.2,1.05,-8.7,0.42,-3.63,39.9,+0.65,16.2,+1.1,1.66,-0.06,9.35,-0.32,7.04,-0.39,62
738,5243,乙盛-KY,121.5,2025,121,-7.74,25.7,+2,7.41,+30.9,21.3,+2.04,6.14,+1.81,4.4,+1.04,9.34,+1.8,5.56,+1.01,55
739,3191,雲嘉南,13.65,2025,1.69,-7.75,0.4,+8.93,0.22,+189,23.7,+3.62,13.1,+26.6,0.51,+1.08,9.28,+19.9,5.69,+11.3,51
740,2886,兆豐金,39.75,2025,820,-1.77,,,350,+0.78,,,42.7,+1.08,2.36,+0.01,9.26,-0.67,0.72,-0.05,71
741,6285,啟碁,251.5,2025,"1,103",+0.03,138,+2.85,30.6,-11.3,12.5,+0.34,2.78,-0.35,6.41,-0.85,9.24,-1.81,4.07,-0.71,40
742,4968,立積,117,2025,37.6,+2.24,13.6,+10.6,2.45,+56.6,36.3,+2.74,6.52,+2.26,2.66,+0.93,9.23,+2.65,6.96,+2.18,53
743,6114,久威,29.75,2025,8.74,-4.58,1.27,-4.87,1.4,+26.1,14.6,-0.05,16,+3.88,3.18,+0.66,9.23,+0.89,6.12,+1.29,60
744,3168,眾福科,44.6,2025,34.3,+0.46,8.57,+0.2,2,-10.4,25,-0.07,7.17,-0.78,2.61,-0.32,9.21,-1.46,6.62,-1.09,51
745,2459,敦吉,68.4,2025,49.1,-5.04,14,-5.16,5.46,-2.89,28.4,-0.04,11.4,+0.25,5.17,-0.15,9.2,-0.63,5.88,+0.03,55
746,6276,安鈦克,30.5,2025,14.4,+20.2,3.34,+24.6,0.2,+142,23.2,+0.82,1.4,+5.38,0.92,+3.08,9.19,+27.8,3.09,+11,34
747,5534,長虹,77.7,2025,84.9,-29.7,32.5,-25.1,17.4,-23.5,38.2,+2.33,22.9,-0.07,6,-1.85,9.19,-4.2,4.1,-1.91,49
748,3605,宏致,67.5,2025,109,+11.1,28.2,+21.6,6.61,+92.2,26,+2.24,6.09,+2.56,4.35,+1.84,9.19,+3.31,4.65,+1.98,49
749,1529,樂事綠能,23.55,2025,9.25,+32.9,1.73,+33.5,1.57,+877,18.6,+0.09,18,+20.7,1.01,+1.14,9.18,+10.2,5.09,+5.66,51
750,2380,虹光,5.28,2025,28.9,+13.6,8.84,+174,0.43,+110,30.5,+17.9,1.49,+18.2,0.72,+2.66,9.18,+81.6,1.98,+21.6,45
751,2606,裕民,62,2025,156,-4.75,44.8,-14.1,36.4,-22.2,28.8,-3.14,23.4,-5.17,4.31,-1.23,9.18,-3.39,4.15,-1.38,57
752,3219,倚強科,68.2,2025,17,+49.7,11.1,+67.9,1.08,+417,65.2,+7.08,8.9,+4.17,1.52,+1.22,9.15,+5.68,6.08,+3.56,55
753,2323,中環,10.75,2025,71.8,-3.39,17.2,+5.23,17.3,+695,24,+1.97,23.9,+28.1,1.58,+1.85,9.15,+10.8,6.26,+7.47,51
754,5276,達輝-KY,15.1,2025,9.2,+3.13,1.72,+24.1,0.45,+52.5,18.6,+3.15,4.87,+1.58,1.14,+0.4,9.15,+2.9,5.57,+1.73,45
755,2221,大甲,32.2,2025,13.6,-2.98,2.76,+6.47,0.98,+14.1,20.2,+1.8,7.33,+0.71,2.31,+0.29,9.1,+0.17,5.96,+0.3,48
756,9938,百和,45.3,2025,158,+2.05,55.6,-1.37,12.2,-13.8,35.3,-1.22,9.65,-0.69,4.1,-0.65,9.1,-1.41,4.55,-0.41,49
757,2633,台灣高鐵,26.75,2025,546,+2.75,236,+1.22,65.8,+2,43.3,-0.66,12,-0.09,1.17,+0.02,9.09,+0.09,1.72,+0.08,55
758,6166,凌華,78.5,2025,118,+17.1,42.2,+11.2,5.12,+905,35.8,-1.9,4.23,+4.1,2.35,+2.12,9.06,+8.81,3.92,+3.81,45
759,5222,全訊,143.5,2025,9.54,-26.7,4.99,-26.9,2.25,-43.2,52.3,-0.18,23.6,-6.88,2.51,-2.33,9.06,-7.71,7.59,-6.49,64
760,6642,富致,57,2025,5.42,+3.61,2.46,-4.17,0.97,-27.4,45.4,-3.68,17.9,-7.66,2.6,-0.98,9.06,-3.85,6.49,-3.04,66
761,3114,好德,26.05,2025,30.1,+9.01,2.89,+6.72,1.44,+23.3,9.6,-0.21,4.78,+0.55,2.22,+0.42,9.05,+1.63,5.61,+0.97,45
762,4908,前鼎,187.5,2025,8.15,-13,3.86,-7.28,1.55,-29.9,47.3,+2.91,19,-4.57,1.98,-0.84,9.01,-4.06,8.15,-3.57,70
763,6546,正基,72.1,2025,23.4,-1.73,5.51,+14.2,1.83,-23.4,23.6,+3.3,7.88,-2.15,2.73,-0.86,9.01,-2.85,5.56,-1.84,51
764,8147,正淩,158.5,2025,16.3,+29.6,6.43,+34.4,1.25,+65.2,39.4,+1.41,7.8,+1.67,3.08,+1.05,8.99,+2.19,5.67,+1.49,55
765,6649,台生材,40.05,2025,2.2,+128,1.35,+135,0.59,+3502,61.2,+1.82,26.7,+28.5,1.4,+1.44,8.99,+9.26,7.89,+8.13,74
766,3444,利機,91.3,2025,12.8,+10.5,2.68,-6.03,0.97,-10.1,21,-3.7,7.58,-1.74,2.15,-0.24,8.97,-0.97,6.42,-0.89,53
767,1503,士電,194.5,2025,372,+6.01,77.7,+14,32.7,+8,20.9,+1.47,9.09,+0.12,6.27,+0.46,8.95,+0.16,5.68,+0.07,45
768,6768,志強-KY,84.6,2025,204,+10.5,40.4,+5.81,13.5,-15.4,19.8,-0.87,6.64,-2.02,6.77,-1.38,8.93,-2.14,5.94,-1.4,48
